id,time,mag,magType,cdi,place,status,latitude,longitude,depth,date,lat/lon,nearby_wells,num_wells,year_month,year_month_day,nearby_eqs,eq_class
us10003nt8,1444894339100,3.1,ml,1.0,"3 km NNE of Orlando, Oklahoma",reviewed,36.1819,-97.367,6.5120000000000005,2015-10-15 07:32:19.100,"36.1819,-97.367","[3508323957, 3508322776, 3510322731, 3511923904, 3508323988, 3508324008, 3508324009, 3508323968, 3510324314, 3510324315, 3510324361, 3510324378, 3504724620, 3504724668, 3508324049, 3508324166, 3508324095, 3508324069, 3511923968, 3511923986, 3511924011, 3511924012, 3510324455, 3510324497, 3510324531, 3510324542, 3504724848, 3504724818, 3504724761, 3508324300, 3508324172, 3510324615, 3510324610, 3511924319, 3511924220]",35,2015-10,2015-10-15,0,shock
us200067dy,1467082210900,3.1,ml,1.0,"5 km N of Quinlan, Oklahoma",reviewed,36.5058,-99.0562,5.882999999999999,2016-06-28 02:50:10.900,"36.5058,-99.0562",[3515323010],1,2016-06,2016-06-28,0,shock
us10003pgm,1445144854200,3.1,ml,2.2,"7 km ESE of Guthrie, Oklahoma",reviewed,35.8532,-97.3492,5.582000000000002,2015-10-18 05:07:34.200,"35.8532,-97.3492","[3508121324, 3508123680, 3508123631, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323943, 3510920163, 3510921994, 3511923700, 3508323993, 3508323995, 3508324032, 3508324112, 3508324290, 3508324270, 3508324172, 3508324160, 3510922126, 3511924220]",29,2015-10,2015-10-18,0,shock
us10003pl4,1445230529400,3.1,mwr,3.1,"4 km WNW of Jefferson, Oklahoma",reviewed,36.7346,-97.8401,5.648,2015-10-19 04:55:29.400,"36.7346,-97.8401","[3505322795, 3505322791, 3505322771, 3505322487, 3505322901, 3505322844, 3505322836, 3505322820, 3505322073, 3505321839, 3505322928, 3505322933, 3505322940, 3505322947, 3505322959, 3505322987, 3505322992, 3505322996, 3505323011, 3505323061, 3505323062, 3505323068, 3505323082, 3505323115, 3505323030, 3505322904, 3505322892, 3505323102, 3505323253, 3505323252, 3505323245, 3505323241, 3505322665, 3504724849, 3504724797, 3504724712, 3505323327, 3505323220, 3505323402, 3504724926]",40,2015-10,2015-10-19,2,parent
usc000tef0,1420866412600,3.1,mb_lg,3.1,"3 km SSE of Perry, Oklahoma",reviewed,36.2627,-97.2732,4.949,2015-01-10 05:06:52.600,"36.2627,-97.2732","[3508322776, 3510324300, 3510322731, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3504724620, 3504724668, 3511923968, 3511923982, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3504724848, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924150, 3511924149]",31,2015-01,2015-01-10,0,shock
us10002luk,1435313915700,3.1,ml,,"6 km SSE of Orlando, Oklahoma",reviewed,36.101,-97.344,5.0,2015-06-26 10:18:35.700,"36.101,-97.344","[3508323957, 3508322776, 3510322731, 3511923858, 3511923904, 3508323988, 3508323993, 3508323996, 3508324008, 3508324009, 3508323968, 3510324314, 3510324315, 3510324378, 3504724668, 3508324049, 3508324166, 3508324095, 3508324069, 3511923968, 3511923986, 3511924011, 3511924012, 3510324455, 3510324497, 3510324542, 3508324300, 3508324270, 3508324172, 3510324610, 3511924319, 3511924274, 3511924220, 3511924149]",34,2015-06,2015-06-26,0,parent
us10003qqh,1445477613200,3.1,ml,,"6 km SSE of Manchester, Oklahoma",reviewed,36.9385,-98.0212,5.904,2015-10-22 01:33:33.200,"36.9385,-98.0212","[3505322791, 3505322764, 3505322763, 3505322796, 3505322816, 3505322815, 3505322835, 3505322824, 3500322132, 3500322108, 3500322133, 3500322026, 3500322023, 3500322002, 3500321995, 3500321994, 3500321983, 3500321976, 3505322928, 3505322940, 3505322923, 3505323049, 3500322183, 3500322158, 3500322228, 3500322229, 3500322286, 3505323253, 3500322409, 3505323364, 3505323220]",31,2015-10,2015-10-22,0,shock
us10002li3,1435212186800,3.1,ml,2.7,"4 km SE of Cherokee, Oklahoma",reviewed,36.7312,-98.3156,5.73,2015-06-25 06:03:06.800,"36.7312,-98.3156","[3505322824, 3500322152, 3500322131, 3500321931, 3500321897, 3500321840, 3505323049, 3500322163, 3500322212, 3500322228, 3500322418, 3500322390, 3500322355, 3500322349, 3500322345, 3500322318, 3500322317, 3500322316, 3500322308, 3500322247, 3500322523, 3500322521, 3500322504, 3500322489, 3500322476, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322722, 3500322651, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322954, 3500322908, 3500322903, 3500322805, 3500322761, 3500322710]",45,2015-06,2015-06-25,0,shock
us10006k8m,1472958956400,3.1,ml,4.9,"11 km NW of Pawnee, Oklahoma",reviewed,36.4155,-96.8844,3.551,2016-09-04 03:15:56.400,"36.4155,-96.8844","[3511700179, 3511704379, 3511720132, 3511701087, 3510324285, 3511722524, 3511723372, 3511722902, 3511722733, 3511722656, 3511722565, 3511722558, 3511723382, 3511723499, 3511723470, 3511723458, 3511723449, 3511723454, 3510324349, 3510324450, 3510324435, 3511723581, 3511723624]",23,2016-09,2016-09-04,0,shock
usc000te67,1420786437200,3.1,ml,1.0,"7 km S of Guthrie, Oklahoma",reviewed,35.8159,-97.4212,7.452000000000001,2015-01-09 06:53:57.200,"35.8159,-97.4212","[3508323589, 3508323772, 3508323943, 3510900109, 3510920163, 3510921994, 3508323421, 3508324026, 3508323995, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",14,2015-01,2015-01-09,0,shock
us200065mi,1466471633500,3.1,ml,,"17 km SE of Waynoka, Oklahoma",reviewed,36.4534,-98.7719,7.697,2016-06-21 01:13:53.500,"36.4534,-98.7719","[3509323212, 3515123752]",2,2016-06,2016-06-21,0,shock
us2000cjuq,1516078991900,3.1,ml,2.0,"8 km E of Hennessey, Oklahoma",reviewed,36.1229,-97.8083,5.0,2018-01-16 05:03:11.900,"36.1229,-97.8083","[3504724485, 3504724549, 3504724553, 3507324764, 3504724891, 3504724833, 3507324980, 3507324957, 3507324945, 3507324860, 3507324938, 3508324185, 3507324947, 3507325015]",14,2018-01,2018-01-16,0,shock
usc000t7e4,1418750315600,3.1,ml,1.0,"13 km NNE of Nescatunga, Oklahoma",reviewed,36.8689,-98.1236,5.638,2014-12-16 17:18:35.600,"36.8689,-98.1236","[3505322791, 3505322796, 3505322816, 3505322815, 3505322836, 3505322824, 3505322073, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322133, 3500322028, 3500322026, 3500322023, 3500322020, 3500322012, 3500322002, 3500321995, 3500321994, 3500321983, 3500321976, 3500321916, 3505322928, 3505322940, 3505322987, 3505322923, 3505323049, 3500322186, 3500322183, 3500322177, 3500322165, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322386, 3500322355, 3500322318, 3500322316, 3500322286, 3500322157, 3500322504, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322560, 3500323033, 3500322908]",56,2014-12,2014-12-16,0,shock
usc000tt5l,1424887086600,3.1,mb_lg,1.0,"6 km ESE of Douglas, Oklahoma",reviewed,36.2462,-97.6035,3.963,2015-02-25 17:58:06.600,"36.2462,-97.6035","[3504724485, 3504724404, 3504724338, 3510322731, 3504724549, 3504724553, 3504724590, 3508323978, 3508324008, 3508324009, 3507324764, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724579, 3508324166, 3508324122, 3504724903, 3504724848, 3504724833, 3504724818, 3504724761, 3504724729, 3508324300, 3508324185, 3510324615]",28,2015-02,2015-02-25,0,parent
us2000405k,1446033594000,3.1,ml,,"8 km ESE of Jefferson, Oklahoma",reviewed,36.7023,-97.6965,0.106,2015-10-28 11:59:54.000,"36.7023,-97.6965","[3504724516, 3504724444, 3505322795, 3505322783, 3505322771, 3505322687, 3505322799, 3505322844, 3505322820, 3505300208, 3505322933, 3505322947, 3505322959, 3505322992, 3505322996, 3505323011, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323115, 3505323030, 3505322904, 3505322892, 3504724625, 3505323102, 3505323177, 3505323252, 3505323245, 3505323241, 3505322665, 3505323327, 3505323322, 3504724879]",35,2015-10,2015-10-28,0,shock
us200064zw,1466140154900,3.1,ml,4.1,"6 km ENE of Edmond, Oklahoma",reviewed,35.6719,-97.4088,6.047999999999999,2016-06-17 05:09:14.900,"35.6719,-97.4088","[3510900109, 3510920163, 3510921577, 3510921994, 3510920193, 3510922351, 3510922387, 3508324032, 3508324112, 3510922126]",10,2016-06,2016-06-17,0,shock
us2000cisg,1515746500200,3.1,ml,2.0,"7 km N of Nardin, Oklahoma",reviewed,36.876,-97.442,7.5779999999999985,2018-01-12 08:41:40.200,"36.876,-97.44200000000001","[3507123577, 3507123574, 3507123613, 3507120255, 3507121259, 3507124386, 3505322783, 3505322454, 3505322687, 3507102101, 3507102066, 3507100568, 3507101855, 3507101462, 3505322209, 3505323084, 3505323155, 3507124007, 3507124016, 3507124409, 3507124535, 3507124576, 3507122462, 3507120302, 3507124698, 3507124371, 3505323177, 3505323209]",28,2018-01,2018-01-12,0,shock
usc000tc5b,1420559115300,3.1,ml,2.2,"4 km SE of Perry, Oklahoma",reviewed,36.2591,-97.26,5.456,2015-01-06 15:45:15.300,"36.2591,-97.26","[3508322776, 3510324300, 3510322731, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3504724620, 3504724668, 3511923968, 3511923982, 3511924011, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924274, 3511924150, 3511924149]",32,2015-01,2015-01-06,0,shock
usc000tast,1419943438900,3.1,ml,1.0,"9 km N of Lucien, Oklahoma",reviewed,36.3619,-97.4506,6.495,2014-12-30 12:43:58.900,"36.3619,-97.4506","[3504724404, 3504724338, 3504724219, 3510321123, 3510322096, 3510323976, 3510323835, 3510323658, 3510324300, 3510324269, 3510322712, 3510300893, 3510300897, 3504724507, 3510324375, 3510324429, 3510324448, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724582, 3504724579, 3504724848, 3504724818, 3504724761, 3504724729, 3510324615]",30,2014-12,2014-12-30,1,shock
usc000tv5s,1425549066200,3.1,ml,,"9 km NE of Cherokee, Oklahoma",reviewed,36.8115,-98.2774,5.182,2015-03-05 09:51:06.200,"36.8115,-98.2774","[3505322824, 3500322152, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322046, 3500322028, 3500322026, 3500321748, 3500322024, 3500322023, 3500322020, 3500322012, 3500322006, 3500322002, 3500321995, 3500321983, 3500321976, 3500321916, 3500321897, 3505323049, 3500322186, 3500322183, 3500322177, 3500322165, 3500322163, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322390, 3500322386, 3500322355, 3500322349, 3500322345, 3500322318, 3500322317, 3500322316, 3500322308, 3500322286, 3500322247, 3500322157, 3500322246, 3500322523, 3500322521, 3500322504, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322651, 3500322623, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322908, 3500322903, 3500322806, 3500322761, 3500322710]",69,2015-03,2015-03-05,0,shock
us10006kda,1473019386900,3.1,ml,4.6,"6 km NNW of Cushing, Oklahoma",reviewed,36.038,-96.7809,5.06,2016-09-04 20:03:06.900,"36.038000000000004,-96.7809","[3503728644, 3503728759, 3503728748, 3503728150, 3503736202, 3503735796, 3503720806, 3503720804, 3503720971, 3503720730, 3503720565, 3503720628, 3503709990, 3503716484, 3503716453, 3503716435, 3503716141, 3503716074, 3503723638, 3503723616, 3503723596, 3503721033, 3503721294, 3503722414, 3503727834, 3503722031, 3503701293, 3503701716, 3511921412, 3511922920, 3511922725, 3511921090, 3511920916, 3511923866, 3511923856, 3511923843, 3511923793, 3511923779, 3511923384, 3511923771, 3511723400, 3511723351, 3503701808, 3511923940, 3511923946, 3511923974, 3511930407, 3511923926, 3511923925, 3511923911, 3511923898, 3508101441, 3503720634, 3503729102, 3503729101, 3508124132, 3508124127, 3511923977, 3511923981, 3511923997, 3511924020, 3511723526, 3503729215, 3503729213, 3503729186, 3503729174, 3508124148, 3511924308, 3511924301, 3511924269, 3511924265, 3511924256, 3511924210, 3511924193, 3511924183, 3511924095, 3511924071, 3511924056, 3511924029]",79,2016-09,2016-09-04,0,shock
us10006tws,1475172515200,3.1,mwr,4.3,"6 km E of Fairview, Oklahoma",reviewed,36.2779,-98.4064,5.754,2016-09-29 18:08:35.200,"36.2779,-98.4064","[3509321030, 3509323734]",2,2016-09,2016-09-29,0,shock
us10008j64,1492662786500,3.1,ml,3.4,"9 km W of Lamont, Oklahoma",reviewed,36.7002,-97.6673,7.984,2017-04-20 04:33:06.500,"36.7002,-97.6673","[3504724516, 3504724444, 3505322795, 3505322783, 3505322771, 3505322687, 3505322799, 3505322844, 3505322820, 3505300208, 3505322933, 3505322947, 3505322959, 3505322992, 3505322996, 3505323011, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323155, 3505323030, 3505322904, 3504724625, 3505323102, 3505323177, 3505323252, 3505323245, 3505323241, 3505322665, 3505323327, 3505323322, 3504724879]",34,2017-04,2017-04-20,0,shock
usp000jafk,1320604017000,3.1,md,5.5,"4 km SE of Meeker, Oklahoma",reviewed,35.473,-96.869,3.1,2011-11-06 18:26:57.000,"35.473,-96.869","[3508123499, 3513324298, 3513324463, 3513324515, 3513324535, 3513324751, 3513324660, 3512523507, 3512523465, 3512523447, 3512523527, 3512523540, 3512523612, 3512523558, 3508124092, 3508124112, 3508124143, 3508124191]",18,2011-11,2011-11-06,0,shock
us10005ig1,1463673335400,3.1,ml,1.0,"8 km NNE of Guthrie, Oklahoma",reviewed,35.9531,-97.3931,6.2970000000000015,2016-05-19 15:55:35.400,"35.9531,-97.3931","[3508323589, 3508323704, 3508323492, 3508323772, 3508323943, 3508323957, 3511923858, 3511923700, 3511923904, 3508323988, 3508323993, 3508323996, 3508324011, 3508323968, 3508323421, 3508323999, 3508323995, 3508324030, 3508324032, 3508324049, 3508324095, 3508324069, 3511923968, 3511923986, 3511924011, 3511924012, 3508324300, 3508324290, 3508324270, 3508324172, 3508324160, 3511924220]",32,2016-05,2016-05-19,0,shock
us1000c1qh,1515322539550,3.1,ml,,"7 km SW of Indianola, Oklahoma",reviewed,35.1145,-95.8344,5.0,2018-01-07 10:55:39.550,"35.1145,-95.8344",[3512124652],1,2018-01,2018-01-07,0,parent
usp000h573,1261285521340,3.1,mblg,4.1,"2 km SE of Jones, Oklahoma",reviewed,35.554,-97.267,5.0,2009-12-20 05:05:21.340,"35.554,-97.26700000000001","[3508123907, 3508124052, 3508123734, 3510900109, 3510920163, 3510921577, 3510922171, 3510922351]",8,2009-12,2009-12-20,0,shock
usp000jaje,1320721507000,3.1,ml,,"9 km WNW of Prague, Oklahoma",reviewed,35.52,-96.786,5.0,2011-11-08 03:05:07.000,"35.52,-96.786","[3508123975, 3508123875, 3508123856, 3508123681, 3508123621, 3508123499, 3513324298, 3513324463, 3513324515, 3513324535, 3513324751, 3513324660, 3510723280, 3510723103, 3512523519, 3512523507, 3512523465, 3512523447, 3512523527, 3512523540, 3512523553, 3512523612, 3512523558, 3508124092, 3508124112, 3508123802, 3508124143, 3508124191]",28,2011-11,2011-11-08,0,shock
usc000rdb9,1402413231000,3.1,ml,3.1,"8 km NNE of Edmond, Oklahoma",reviewed,35.7155,-97.4288,5.322,2014-06-10 15:13:51.000,"35.7155,-97.4288","[3508323772, 3510900109, 3510920163, 3510921994, 3510920193, 3510922351, 3510922387, 3508324032, 3508324112, 3508324160, 3510922126]",11,2014-06,2014-06-10,0,shock
usp000jms4,1339705468000,3.1,ml,3.5,"3 km S of Del City, Oklahoma",reviewed,35.407,-97.434,1.9,2012-06-14 20:24:28.000,"35.407,-97.434","[3510920077, 3510922128, 3510922170, 3510935453, 3510922280, 3510922261, 3510922259, 3510935998, 3510937682, 3510937654, 3510935841, 3510935632, 3510935546, 3502721471]",14,2012-06,2012-06-14,0,parent
usc000rn5c,1403900314700,3.1,ml,2.5,"2 km NNW of Kremlin, Oklahoma",reviewed,36.5649,-97.8371,5.0,2014-06-27 20:18:34.700,"36.5649,-97.8371","[3504724528, 3504724516, 3504724444, 3505322795, 3505322771, 3505322487, 3505321839, 3504724534, 3504724547, 3505322947, 3505322992, 3505322996, 3505323011, 3505323030, 3505322904, 3504724625, 3505323252, 3505323241, 3505322665, 3504724905, 3504724876, 3504724873, 3504724849, 3504724814, 3504724809, 3504724797, 3504724774, 3504724712, 3505323327, 3505323322, 3505323402, 3504724926, 3504724919, 3504724879]",34,2014-06,2014-06-27,0,shock
us2000a41p,1501758340800,3.1,ml,3.1,"5 km SSE of Guthrie, Oklahoma",reviewed,35.8352,-97.391,6.034,2017-08-03 11:05:40.800,"35.8352,-97.391","[3508323652, 3508323634, 3508323589, 3508323704, 3508323492, 3508323468, 3508323458, 3508323772, 3508323943, 3510900109, 3510920163, 3510921994, 3508323993, 3508323421, 3508324026, 3508323995, 3508324030, 3508324032, 3508324112, 3508324290, 3508324270, 3508324172, 3508324160, 3510922126]",24,2017-08,2017-08-03,0,parent
us10008vfu,1495795692100,3.1,ml,3.4,"9 km NE of Kendrick, Oklahoma",reviewed,35.84,-96.6911,6.438,2017-05-26 10:48:12.100,"35.84,-96.6911","[3503730210, 3503721143, 3508104442, 3508122309, 3508123894, 3508123856, 3508123786, 3508124029, 3508123345, 3508123595, 3511923926, 3508101441, 3503720634, 3508124132, 3508124127, 3508123802, 3503729201, 3503729174, 3508124148]",19,2017-05,2017-05-26,0,parent
usc000rqyv,1404660125600,3.1,ml,,"9 km W of Jefferson, Oklahoma",reviewed,36.7273,-97.893,5.0,2014-07-06 15:22:05.600,"36.7273,-97.89299999999999","[3505322795, 3505322791, 3505322771, 3505322796, 3505322591, 3505322487, 3505322901, 3505322844, 3505322836, 3505322820, 3505322073, 3505321839, 3505322928, 3505322933, 3505322940, 3505322947, 3505322959, 3505322963, 3505322987, 3505322992, 3505322996, 3505322923, 3505323011, 3505323062, 3505323068, 3505323082, 3505323115, 3505323030, 3505322892, 3505323253, 3505323252, 3505323245, 3505323241, 3504724876, 3504724849, 3504724809, 3504724797, 3504724712, 3505323327, 3505323220, 3505323402, 3504724926]",42,2014-07,2014-07-06,0,shock
usc000rpy8,1404398621600,3.1,ml,,"9 km E of Nescatunga, Oklahoma",reviewed,36.7556,-98.0476,5.0,2014-07-03 14:43:41.600,"36.7556,-98.0476","[3505322791, 3505322796, 3505322591, 3505322487, 3505322901, 3505322836, 3505322824, 3505322073, 3505321839, 3500321897, 3500321848, 3500321840, 3505322928, 3505322940, 3505322947, 3505322959, 3505322963, 3505322987, 3505322923, 3505323049, 3505322892, 3500322183, 3500322158, 3500322228, 3500322355, 3500322426, 3500322409, 3500322370, 3500322722, 3500322560, 3505323402]",31,2014-07,2014-07-03,0,shock
usc000mejv,1391183576570,3.1,ml,3.1,"2 km WSW of Jet, Oklahoma",reviewed,36.6532,-98.2081,8.82,2014-01-31 15:52:56.570,"36.6532,-98.2081","[3505322591, 3505322487, 3505322901, 3505322836, 3505322824, 3500322102, 3500322066, 3500321897, 3500321848, 3500321840, 3505322963, 3505322987, 3505323049, 3500322228, 3500322390, 3500322302, 3500322523, 3500322476, 3500322426, 3500322370, 3500322551, 3500322722, 3500322651, 3500322600, 3500323099, 3500323033, 3500322973, 3500322954, 3500322805, 3500322761, 3505323402]",31,2014-01,2014-01-31,0,parent
usc000p3uc,1396557191900,3.1,ml,,Oklahoma,reviewed,36.4478,-97.0683,5.0,2014-04-03 20:33:11.900,"36.4478,-97.0683","[3511700179, 3511701087, 3510324300, 3510324285, 3510324274, 3511722524, 3511723372, 3511722902, 3511723382, 3511723499, 3511723458, 3511723454, 3510324317, 3510324337, 3510324339, 3510324349, 3510324350, 3510324375, 3510324381, 3510324390, 3510324488, 3510324450, 3510324435, 3510324424, 3510324539, 3510324630, 3510324594]",27,2014-04,2014-04-03,0,shock
usc000p3wt,1396558719500,3.1,ml,,"3 km WNW of Jet, Oklahoma",reviewed,36.6805,-98.2169,5.0,2014-04-03 20:58:39.500,"36.6805,-98.2169","[3505322591, 3505322901, 3505322836, 3505322824, 3500322066, 3500321897, 3500321848, 3500321840, 3505322963, 3505322987, 3505323049, 3500322163, 3500322228, 3500322390, 3500322355, 3500322302, 3500322247, 3500322523, 3500322476, 3500322426, 3500322409, 3500322370, 3500322551, 3500322722, 3500322651, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322954, 3500322908, 3500322805, 3500322761, 3505323402]",35,2014-04,2014-04-03,0,shock
usb000scib,1410787660100,3.1,ml,,"7 km ESE of Nash, Oklahoma",reviewed,36.6337,-97.9813,4.009,2014-09-15 13:27:40.100,"36.6337,-97.9813","[3504724528, 3504724403, 3505322795, 3505322791, 3505322591, 3505322487, 3505322901, 3505322836, 3505322073, 3505321839, 3500321897, 3500321848, 3500321840, 3505322928, 3505322940, 3505322947, 3505322959, 3505322963, 3505322987, 3505322996, 3505323011, 3505323030, 3505322892, 3505323252, 3505323241, 3500322722, 3504724905, 3504724876, 3504724849, 3504724814, 3504724809, 3504724797, 3504724712, 3505323402, 3504724926, 3504724919]",36,2014-09,2014-09-15,0,shock
usb000m8ar,1390718298200,3.1,ml,3.1,"4 km WNW of Lamar, Oklahoma",reviewed,35.1097,-96.1792,2.54,2014-01-26 06:38:18.200,"35.1097,-96.1792","[3506322376, 3506322918, 3506324315, 3506323988, 3506323484, 3512124652, 3506324456, 3506324556, 3506324857, 3506324723, 3506324783, 3506324859, 3506324880]",13,2014-01,2014-01-26,0,parent
usc000p9d8,1396893702000,3.1,ml,3.1,"6 km SSW of Langston, Oklahoma",reviewed,35.8927,-97.2932,5.316,2014-04-07 18:01:42.000,"35.8927,-97.2932","[3508121324, 3508123680, 3508123631, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323426, 3510920163, 3511920381, 3511923858, 3511923781, 3511923717, 3511923700, 3511923684, 3511923642, 3511923904, 3508323993, 3508324032, 3508324069, 3511923986, 3511924012, 3508124145, 3508324290, 3508324172, 3508324160, 3511924220]",35,2014-04,2014-04-07,0,shock
usc000rmdk,1403761287200,3.1,ml,,"12 km N of Edmond, Oklahoma",reviewed,35.7674,-97.4762,6.414,2014-06-26 05:41:27.200,"35.7674,-97.4762","[3508323772, 3508323943, 3501723786, 3510900109, 3510920163, 3510921994, 3508323421, 3510922387, 3508324026, 3508323995, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",15,2014-06,2014-06-26,0,shock
us10008us0,1495597654700,3.1,ml,,"9 km SW of Waynoka, Oklahoma",reviewed,36.5319,-98.9705,7.204,2017-05-24 03:47:34.700,"36.5319,-98.9705","[3515323010, 3515124098]",2,2017-05,2017-05-24,0,shock
usp000h4zg,1260617645450,3.1,mblg,3.7,"2 km WSW of Jones, Oklahoma",reviewed,35.556,-97.316,5.0,2009-12-12 11:34:05.450,"35.556,-97.316","[3510920077, 3510900109, 3510920163, 3510921577, 3510922259, 3510935998, 3510937682, 3510937654, 3510922351, 3510935841, 3510935632]",11,2009-12,2009-12-12,0,shock
us100072y7,1477741493500,3.1,ml,2.0,"6 km NE of Billings, Oklahoma",reviewed,36.5707,-97.3888,6.3,2016-10-29 11:44:53.500,"36.5707,-97.3888","[3507124230, 3507124151, 3507124082, 3507124014, 3507123983, 3507123831, 3507123002, 3507120574, 3507120374, 3507130082, 3507124386, 3505321710, 3505300208, 3507100545, 3507101855, 3510321123, 3510322096, 3510323976, 3510323933, 3510323912, 3510323882, 3510323835, 3510323658, 3510324009, 3510324286, 3510324178, 3510324118, 3510324269, 3510322712, 3510300893, 3510300897, 3504724630, 3507124474, 3507124484, 3507124519, 3507124558, 3507124593, 3510324317, 3510324351, 3510324364, 3510324365, 3510324375, 3510324381, 3510324390, 3510324429, 3504724611, 3504724582, 3507124656, 3507124706, 3507124618, 3505323177, 3504724660, 3507124628, 3507124822]",54,2016-10,2016-10-29,0,shock
usp000h920,1268201075610,3.1,mblg,4.0,"4 km ESE of Sparks, Oklahoma",reviewed,35.59900000000001,-96.769,5.0,2010-03-10 06:04:35.610,"35.599000000000004,-96.76899999999999","[3508104442, 3508122309, 3508123975, 3508123965, 3508123947, 3508123875, 3508123856, 3508123786, 3508124029, 3508123681, 3508123621, 3508123595, 3508123499, 3510723103, 3512523465, 3512523527, 3512523612, 3512523558, 3508124092, 3508124112, 3508123802, 3508124143]",22,2010-03,2010-03-10,0,parent
usb000scdd,1410739876500,3.1,ml,3.3,"6 km S of Guthrie, Oklahoma",reviewed,35.8164,-97.4177,4.324,2014-09-15 00:11:16.500,"35.8164,-97.4177","[3508323652, 3508323589, 3508323772, 3508323943, 3510900109, 3510920163, 3510921994, 3508323421, 3508324026, 3508323995, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",15,2014-09,2014-09-15,0,shock
us100095qf,1498909826910,3.1,mb_lg,3.4,"2 km ENE of Jet, Oklahoma",reviewed,36.6789,-98.157,5.0,2017-07-01 11:50:26.910,"36.6789,-98.15700000000001","[3505322591, 3505322487, 3505322901, 3505322836, 3505322824, 3505322073, 3500322066, 3500321897, 3500321848, 3500321840, 3505322940, 3505322963, 3505322987, 3505322923, 3505323049, 3500322228, 3500322355, 3500322523, 3500322476, 3500322426, 3500322409, 3500322370, 3500322551, 3500322722, 3500322651, 3500322560, 3504724876, 3504724809, 3500323099, 3500323033, 3500322805, 3500322761, 3505323402]",33,2017-07,2017-07-01,0,shock
us100073r0,1478099443700,3.1,ml,3.1,"6 km N of Maramec, Oklahoma",reviewed,36.3001,-96.6744,3.914,2016-11-02 15:10:43.700,"36.3001,-96.6744","[3511704379, 3511720132, 3511923779, 3511923384, 3511923771, 3511720447, 3511720441, 3511723400, 3511722733, 3511722662, 3511722656, 3511722565, 3511722558, 3511723371, 3511723351, 3511723470, 3511723449, 3511924063, 3511723467, 3511723481, 3511723526, 3511723446, 3511723581, 3511723508, 3511723624]",25,2016-11,2016-11-02,0,shock
usp000h8sh,1267821313750,3.1,mblg,5.4,"4 km SE of Sparks, Oklahoma",reviewed,35.582,-96.784,5.0,2010-03-05 20:35:13.750,"35.582,-96.78399999999999","[3508104442, 3508122309, 3508123975, 3508123965, 3508123947, 3508123875, 3508123856, 3508123786, 3508123681, 3508123621, 3508123595, 3508123499, 3510723103, 3512523507, 3512523465, 3512523527, 3512523612, 3512523558, 3508124092, 3508124112, 3508123802, 3508124143, 3508124191]",23,2010-03,2010-03-05,0,parent
